"","Price","Regionname","CouncilArea","MonthsSince2016","BuildingAge","Landsize","BuildingArea","Lattitude","Longtitude","Type","Rooms","Distance","Bathroom","Car"
"3636",3900000,7,23,12,6,670,375,-37.7637,144.8931,1,4,9.1,4,4
"3637",1150000,7,23,14,7,578,35,-37.7614,144.8953,1,4,9.1,2,2
"3638",1720000,7,23,10,51,676,136,-37.7632,144.898,1,1,9.1,2,1
"3639",1705000,7,23,10,36,809,131,-37.7587,144.9015,1,2,9.1,1,2
"3640",1190000,7,23,9,66,465,115,-37.7626,144.8954,1,3,9.1,1,1
"3641",1740000,7,23,6,91,839,247,-37.759,144.9015,1,5,9.1,3,2
"3642",1200000,7,23,11,6,578,35,-37.7614,144.8953,1,4,9.1,2,2
"3643",726000,7,23,9,20,229,111,-37.7606,144.8973,3,3,9.1,1,1
"3644",1300000,7,23,14,1,593,205,-37.7584,144.8968,2,3,9.1,3,1
"3645",670000,7,23,11,26,0,103,-37.76,144.9002,1,2,9.1,1,2
"3646",1350000,7,23,5,56,1076,180,-37.7609,144.8905,1,4,9.1,2,2
"3647",773000,1,2,8,61,626,93,-37.752,145.0367,1,3,9.5,1,2
"3648",645000,1,2,5,66,631,109,-37.7506,145.043,1,3,9.5,1,2
"3649",720000,1,2,14,5,231,145,-37.7527,145.0392,1,3,9.5,2,1
"3650",625000,1,2,5,66,609,93,-37.7504,145.0335,1,3,9.5,1,2
"3651",1310000,3,24,12,66,456,144,-37.7638,144.9804,1,3,4.5,1,2
"3652",856000,3,24,12,19,136,151,-37.7601,144.9805,1,4,4.5,2,2
"3653",580000,3,24,15,42,0,65,-37.7668,144.9765,1,2,4.5,1,1
"3654",940000,3,24,15,22,213,116,-37.7643,144.9808,2,3,4.5,1,2
"3655",1495000,3,24,15,97,259,130,-37.7762,144.9755,1,3,4.5,1,1
"3656",1550000,3,24,6,76,470,191,-37.7735,144.9833,1,4,4.5,2,2
"3657",1815000,3,24,8,126,233,204,-37.7776,144.9727,1,4,4.5,1,1
"3658",1625000,3,24,5,126,822,145,-37.7749,144.9762,1,4,4.5,2,2
"3659",899000,3,24,5,9,116,124,-37.7667,144.9821,2,3,4.5,2,1
"3660",435000,3,24,10,4,197,55,-37.7717,144.9719,3,2,4.5,1,1
"3661",1080000,3,24,9,126,193,101,-37.7765,144.9751,1,2,4.5,1,0
"3662",656000,3,24,12,56,0,79,-37.7786,144.9753,3,2,4.5,1,1
"3663",1574000,3,24,4,9,336,207,-37.7664,144.9797,1,3,4.5,3,2
"3664",665000,3,24,7,76,0,96,-37.7786,144.9753,3,2,4.5,1,1
"3665",590000,3,24,9,2,0,71,-37.7753,144.9725,3,2,4.5,2,1
"3666",1679000,3,24,11,96,326,118,-37.7776,144.9751,1,3,4.5,2,0
"3667",1050000,3,24,11,18,87,151,-37.7739,144.975,2,3,4.5,3,2
"3668",825000,3,24,5,96,213,116,-37.7729,144.9724,1,3,4.5,1,1
"3669",998000,3,24,4,16,104,118,-37.7723,144.9761,1,3,4.5,1,2
"3670",1010000,3,24,4,2,0,133,-37.774,144.9731,2,3,4.5,2,1
"3671",1050000,3,24,6,116,279,122,-37.7729,144.9722,1,3,4.5,1,1
"3672",1600000,3,24,11,96,812,113,-37.7673,144.9782,1,3,4.5,1,2
"3673",1325000,3,24,11,76,190,135,-37.7684,144.9739,1,3,4.5,2,2
"3674",1335000,3,24,7,86,308,113,-37.7713,144.9744,1,3,4.5,1,2
"3675",805000,3,24,7,13,0,114,-37.7789,144.9739,2,3,4.5,1,1
"3676",1231010,3,31,12,106,225,119,-37.8285,145.0125,1,2,3.5,1,2
"3677",881000,3,31,4,116,172,94,-37.8283,145.012,1,2,3.5,1,1
"3678",1202500,3,31,9,116,149,77,-37.8287,145.0089,1,2,3.5,1,1
"3679",1435000,3,31,14,127,182,102,-37.8289,145.0089,1,3,3.5,1,0
"3680",860000,3,20,6,22,0,109,-37.8052,144.9604,3,3,1.8,2,1
"3681",1590000,3,20,5,116,100,106,-37.7983,144.9655,1,3,1.8,2,2
"3682",610250,3,20,5,22,0,72,-37.8009,144.9662,3,2,1.8,1,1
"3683",720000,3,20,5,126,117,71,-37.793,144.9728,1,2,1.8,1,1
"3684",840000,3,20,10,116,66,81,-37.8049,144.9644,1,2,1.8,1,0
"3685",705000,3,20,11,16,0,70,-37.7969,144.9669,3,2,1.8,1,1
"3686",1630100,3,20,5,126,132,195,-37.801,144.9656,1,4,1.8,2,0
"3687",500000,3,20,5,6,0,65,-37.7929,144.9705,3,2,1.8,2,1
"3688",1010000,3,20,15,137,101,60,-37.7989,144.9713,1,2,1.8,1,0
"3689",1170000,3,20,6,126,144,81,-37.7984,144.9738,1,2,1.8,1,1
"3690",600000,3,20,5,3,0,67,-37.7969,144.9742,3,2,1.8,2,1
"3691",1616000,3,20,14,127,152,139,-37.7966,144.9709,1,4,1.8,1,0
"3692",589000,3,20,5,17,0,63,-37.7986,144.9682,3,2,1.8,1,1
"3693",1117000,3,20,8,126,128,92,-37.7996,144.9737,1,2,1.8,1,0
"3694",1935000,3,20,7,6,0,150,-37.8127,144.9847,3,2,1.5,2,2
"3695",700000,3,20,8,46,0,65,-37.8153,144.9842,3,2,1.5,2,1
"3696",750000,3,20,5,86,0,46,-37.8136,144.9892,3,1,1.5,1,0
"3697",1422000,7,23,6,3,505,335,-37.7518,144.8897,1,4,9.8,2,2
"3698",1345000,7,23,12,66,740,201,-37.7517,144.8873,1,4,9.8,2,2
"3699",787500,7,23,11,76,556,105,-37.7537,144.8856,1,3,9.8,1,1
"3700",652500,7,23,10,21,179,160,-37.7527,144.8824,2,4,9.8,2,1
"3701",1300000,7,23,7,66,616,184,-37.7497,144.8867,1,5,9.8,2,2
"3702",730000,7,23,6,1,0,118,-37.7532,144.8848,2,3,9.8,2,2
"3703",1300000,7,23,11,46,614,316,-37.75,144.8858,1,7,9.8,2,2
"3704",970000,7,23,9,5,356,223,-37.7493,144.8901,2,3,9.8,2,2
"3705",1115000,7,23,7,66,688,192,-37.7577,144.8892,1,3,9.8,1,1
"3706",333000,3,24,15,47,97,79,-37.7118,144.9689,3,2,12.4,1,1
"3707",455000,3,24,15,7,738,138,-37.7109,144.9654,2,3,12.4,2,1
"3708",378000,3,24,6,26,215,100,-37.7049,144.9638,1,2,12.4,1,1
"3709",585000,3,24,8,56,605,103,-37.6985,144.9615,1,3,12.4,1,1
"3710",615000,3,24,5,66,650,112,-37.7076,144.9753,1,3,12.4,1,2
"3711",526000,3,24,11,56,404,101,-37.7075,144.9678,1,3,12.4,1,1
"3712",540000,3,24,11,56,614,94,-37.7141,144.9677,1,3,12.4,1,1
"3713",540000,3,24,10,26,254,164,-37.7082,144.9725,1,4,12.4,2,3
"3714",625000,3,24,12,56,585,88,-37.695,144.9676,1,3,12.4,1,2
"3715",681000,3,24,12,46,587,153,-37.6996,144.9605,1,3,12.4,2,4
"3716",640000,3,24,12,66,720,97,-37.7043,144.9769,1,3,12.4,1,2
"3717",783000,3,24,12,76,603,115,-37.7194,144.9678,1,3,12.4,2,1
"3718",635000,3,24,15,67,567,116,-37.7102,144.9703,1,4,12.4,2,2
"3719",619000,3,24,8,46,640,114,-37.7038,144.9638,1,2,12.4,1,2
"3720",460000,3,24,10,46,314,112,-37.7066,144.9733,2,3,12.4,1,1
"3721",751000,3,24,9,56,592,103,-37.712,144.9719,1,3,12.4,6,2
"3722",609000,3,24,9,51,528,120,-37.6989,144.9779,1,3,12.4,1,4
"3723",752500,3,24,15,67,0,135,-37.7106,144.9682,1,4,12.4,1,2
"3724",650000,3,24,15,67,602,97,-37.7144,144.9737,1,3,12.4,1,3
"3725",750000,3,24,6,46,613,219,-37.7034,144.9666,1,4,12.4,2,1
"3726",527000,3,24,5,56,609,103,-37.7083,144.9644,1,3,12.4,1,1
"3727",515000,3,24,5,56,599,107,-37.7071,144.9666,1,3,12.4,1,1
"3728",617000,3,24,4,56,540,114,-37.6973,144.962,1,3,12.4,1,1
"3729",540000,3,24,9,56,209,120,-37.7172,144.968,3,4,12.4,2,3
"3730",631000,3,24,9,4,297,133,-37.6994,144.9686,1,3,12.4,2,2
"3731",640000,3,24,14,52,533,135,-37.6985,144.9778,1,3,12.4,1,4
"3732",575000,3,24,6,56,621,109,-37.7164,144.9666,1,2,12.4,1,2
"3733",562000,3,24,6,11,374,136,-37.7056,144.9671,1,4,12.4,2,2
"3734",620000,3,24,6,46,604,190,-37.6978,144.9686,1,3,12.4,1,2
"3735",652500,3,24,11,56,592,113,-37.6968,144.9674,1,3,12.4,1,1
"3736",1010000,3,24,5,1,607,338,-37.716,144.9663,1,4,12.4,2,2
"3737",492000,3,24,8,5,208,107,-37.7092,144.9695,2,3,12.4,1,1
"3738",422500,3,24,7,16,195,91,-37.7062,144.9688,3,3,12.4,2,1
"3739",1865000,6,4,15,67,431,120,-37.8269,145.0496,1,3,7.5,2,2
"3740",1700000,6,4,8,96,431,203,-37.825,145.0536,1,5,7.5,3,2
"3741",1450000,6,4,5,101,466,176,-37.8305,145.0475,1,3,7.5,2,2
"3742",1110000,6,4,10,11,94,169,-37.8302,145.0525,2,3,7.5,2,2
"3743",3100000,6,4,9,109,640,232,-37.826,145.0498,1,4,7.5,2,2
"3744",555000,6,4,9,46,0,69,-37.8318,145.0448,3,2,7.5,1,1
"3745",1700000,6,4,9,36,646,228,-37.8337,145.0469,1,3,7.5,2,1
"3746",1585000,6,4,12,81,390,102,-37.8322,145.0486,1,2,7.5,1,2
"3747",935000,6,4,12,41,144,107,-37.8435,145.0497,3,3,7.5,2,1
"3748",460000,6,4,12,49,0,55,-37.8278,145.0565,3,2,7.5,1,1
"3749",2800000,6,4,11,76,764,171,-37.8374,145.0486,1,4,7.5,1,2
"3750",573000,6,4,8,46,0,60,-37.8254,145.047,3,2,7.5,1,1
"3751",680000,6,4,8,71,0,110,-37.8233,145.0575,3,2,7.5,1,1
"3752",2250000,6,4,5,114,452,319,-37.8223,145.0494,1,5,7.5,2,2
"3753",2381000,6,4,10,116,457,166,-37.8332,145.0461,1,4,7.5,2,2
"3754",1738000,6,4,10,14,324,241,-37.8348,145.0503,2,4,7.5,3,2
"3755",735000,6,4,4,46,0,95,-37.8414,145.0505,3,3,7.5,1,1
"3756",1420000,6,4,9,106,362,130,-37.8337,145.0504,1,3,7.5,1,2
"3757",400000,6,4,9,51,0,60,-37.8339,145.0548,3,2,7.5,1,1
"3758",1335000,6,4,9,116,229,70,-37.8265,145.0484,1,2,7.5,1,0
"3759",1825000,6,4,9,66,431,120,-37.8269,145.0496,1,3,7.5,2,2
"3760",840000,6,4,15,48,150,99,-37.844,145.0496,3,2,7.5,1,1
"3761",3500000,6,4,6,16,1250,360,-37.8245,145.0524,1,5,7.5,2,2
"3762",444000,6,4,6,46,0,68,-37.8245,145.0527,3,2,7.5,1,1
"3763",1320000,6,4,6,126,213,162,-37.8302,145.0542,1,3,7.5,2,1
"3764",1890000,6,4,6,136,477,173,-37.8257,145.0514,1,3,7.5,1,2
"3765",2450000,6,4,11,111,697,172,-37.8307,145.0498,1,4,7.5,2,1
"3766",1590000,6,4,11,6,289,181,-37.8451,145.0525,2,3,7.5,2,2
"3767",2450000,6,4,5,61,523,316,-37.8319,145.0503,1,4,7.5,3,2
"3768",706000,6,4,8,56,172,90,-37.8437,145.0536,3,2,7.5,1,1
"3769",2500000,6,4,8,91,757,240,-37.8176,145.0548,1,5,7.5,3,3
"3770",2350000,6,4,8,116,556,220,-37.8204,145.0516,1,4,7.5,2,2
"3771",1385000,6,4,8,76,326,113,-37.8373,145.0455,1,2,7.5,1,2
"3772",655250,6,4,4,46,1153,69,-37.8227,145.0528,3,2,7.5,1,1
"3773",1666000,6,4,9,116,350,198,-37.8219,145.0556,1,6,7.5,2,0
"3774",430000,6,4,14,67,2276,58,-37.8343,145.0547,3,1,7.5,1,1
"3775",505000,6,4,6,51,0,78,-37.839,145.0459,3,2,7.5,1,1
"3776",1650000,6,4,11,116,354,115,-37.8225,145.0551,1,3,7.5,1,1
"3777",371000,6,4,5,46,917,44,-37.8338,145.0545,3,1,7.5,1,0
"3778",1625000,6,4,5,126,255,115,-37.8266,145.0493,1,3,7.5,2,1
"3779",975000,6,4,7,26,211,120,-37.8204,145.0489,1,3,7.5,1,1
"3780",546500,1,2,12,44,132,69,-37.7519,145.0687,3,2,10.6,1,1
"3781",1220000,1,2,8,56,858,136,-37.7504,145.0643,1,3,10.6,1,1
"3782",550000,1,2,8,26,235,123,-37.7519,145.0696,2,3,10.6,1,2
"3783",705000,1,2,8,43,182,110,-37.7587,145.0657,2,2,10.6,1,1
"3784",490000,1,2,12,36,187,89,-37.7518,145.0698,1,2,10.6,1,1
"3785",1110000,1,2,11,66,600,190,-37.752,145.0722,1,3,10.6,1,2
"3786",540000,1,2,11,44,153,97,-37.7538,145.0695,3,2,10.6,1,2
"3787",750000,1,2,4,61,577,140,-37.7494,145.0703,1,3,10.6,1,2
"3788",1401000,1,2,11,76,580,222,-37.7539,145.0577,1,5,10.6,2,2
"3789",1195000,1,2,9,66,662,159,-37.7507,145.062,1,3,10.6,1,1
"3790",690000,1,2,14,7,110,88,-37.7489,145.07,2,2,10.6,1,1
"3791",1375000,1,2,14,52,639,115,-37.7502,145.0605,1,3,10.6,1,1
"3792",1400000,1,2,11,64,827,109,-37.748,145.0625,1,3,10.6,1,1
"3793",475000,1,2,5,42,247,68,-37.7502,145.069,3,2,10.6,1,2
"3794",1125000,1,2,7,66,0,125,-37.7502,145.0718,1,3,10.6,1,2
"3795",3850000,1,2,12,65,2064,405,-37.7769,145.0605,1,5,9,4,2
"3796",1605000,1,2,8,66,624,117,-37.7741,145.0506,1,3,9,1,1
"3797",470000,1,2,8,56,1473,65,-37.7713,145.0499,3,2,9,1,1
"3798",1740000,1,2,11,56,948,249,-37.7759,145.063,1,4,9,3,3
"3799",1660000,1,2,10,66,830,315,-37.7679,145.0673,1,4,9,2,2
"3800",2200000,1,2,11,81,1004,247,-37.7689,145.0665,1,4,9,2,2
"3801",1875000,1,2,6,41,583,318,-37.7719,145.0582,1,4,9,3,2
"3802",1797000,1,2,5,61,826,250,-37.7793,145.0654,1,5,9,3,3
"3803",1050000,1,2,8,4,180,165,-37.772,145.0538,2,3,9,2,1
"3804",551000,3,13,15,62,610,121,-37.6885,144.9092,1,3,14.5,1,0
"3805",350000,3,13,5,66,600,110,-37.6866,144.9086,1,3,14.5,1,2
"3806",425000,3,13,4,41,650,90,-37.687,144.9084,1,3,14.5,1,2
"3807",600000,3,13,5,56,647,173,-37.6904,144.9121,1,3,14.5,1,2
"3808",460000,3,13,9,56,601,92,-37.6889,144.9109,1,3,14.5,1,1
"3809",611000,3,13,14,51,624,93,-37.6862,144.913,1,3,14.5,1,3
"3810",495000,3,13,11,51,598,92,-37.6878,144.9112,1,3,14.5,1,2
"3811",472500,3,13,5,56,729,88,-37.6909,144.9136,1,2,14.5,1,2
"3812",480000,3,8,12,12,218,110,-37.7133,145.0374,3,3,12.4,2,1
"3813",980000,3,8,10,56,907,165,-37.7143,145.039,1,3,12.4,1,1
"3814",610000,3,8,11,46,465,120,-37.7126,145.03,1,4,12.4,1,1
"3815",607500,3,8,8,46,468,153,-37.7125,145.0306,1,3,12.4,2,1
"3816",677200,7,18,12,5,180,179,-37.8115,144.8763,1,2,7.8,2,1
"3817",1155000,7,18,6,101,269,123,-37.8108,144.8819,1,3,7.8,2,2
"3818",817000,7,18,8,76,259,105,-37.8046,144.8831,1,3,7.8,1,1
"3819",1035000,7,18,8,96,275,145,-37.8118,144.8801,1,3,7.8,2,2
"3820",677500,7,18,5,101,224,89,-37.8083,144.8841,1,2,7.8,1,1
"3821",760000,7,18,12,66,350,114,-37.8123,144.8805,1,3,7.8,1,1
"3822",730000,7,18,11,116,84,130,-37.8058,144.8846,1,2,7.8,2,0
"3823",440000,7,18,10,8,117,74,-37.8083,144.8775,3,2,7.8,1,1
"3824",685000,7,18,9,126,220,219,-37.8068,144.8782,1,2,7.8,1,1
"3825",210000,7,18,15,47,0,36,-37.81,144.8786,3,1,7.8,1,1
"3826",1340000,7,18,11,101,272,132,-37.8079,144.8825,1,3,7.8,2,0
"3827",925000,7,18,11,68,276,4,-37.8039,144.8849,1,4,7.8,2,1
"3828",1275000,7,18,9,106,274,172,-37.8078,144.8825,1,4,7.8,2,1
"3829",925000,7,18,9,96,275,100,-37.8085,144.8802,1,3,7.8,1,1
"3830",1336000,7,18,7,96,343,109,-37.8066,144.8811,1,4,7.8,2,1
"3831",200000,7,18,7,56,0,38,-37.8089,144.8788,3,1,7.8,1,1
"3832",1100000,6,10,15,27,286,160,-37.8958,145.0696,2,4,12.1,3,2
"3833",1160000,6,10,6,16,302,172,-37.9043,145.0622,2,3,12.1,2,2
"3834",820000,6,10,6,91,274,107,-37.8968,145.075,1,3,12.1,1,1
"3835",740000,6,10,8,36,161,89,-37.8955,145.073,3,2,12.1,1,1
"3836",975000,6,10,5,41,277,109,-37.8936,145.0709,3,3,12.1,2,1
"3837",1060000,6,10,5,59,595,130,-37.9027,145.0684,1,3,12.1,1,2
"3838",680000,6,10,5,41,275,94,-37.8936,145.0725,3,2,12.1,1,2
"3839",1430000,6,10,12,56,618,163,-37.8991,145.0686,1,3,12.1,1,2
"3840",1370000,6,10,11,62,834,168,-37.8959,145.0736,1,3,12.1,2,2
"3841",605000,6,10,11,3,5289,72,-37.8882,145.0666,3,2,12.1,2,2
"3842",1610000,6,10,10,96,660,167,-37.8932,145.0681,1,4,12.1,2,2
"3843",256500,6,10,6,50,0,37,-37.8944,145.0733,3,1,12.1,1,1
"3844",1300000,6,10,8,56,683,223,-37.9055,145.0691,1,5,12.1,2,2
"3845",835000,6,10,8,41,181,104,-37.8966,145.0737,3,3,12.1,1,1
"3846",861500,6,10,9,12,293,125,-37.9033,145.0727,1,2,12.1,2,1
"3847",500000,6,10,9,3,5289,70,-37.8882,145.0666,3,2,12.1,2,1
"3848",1400000,6,10,14,62,557,178,-37.906,145.074,1,4,12.1,2,2
"3849",603000,6,10,7,56,102,92,-37.8894,145.0679,3,2,12.1,1,1
"3850",1100000,6,10,6,66,506,169,-37.902,145.0705,1,3,12.1,2,2
"3851",1090000,6,10,11,56,553,138,-37.9031,145.0668,1,3,12.1,2,2
"3852",1800000,6,10,5,13,990,267,-37.8916,145.0753,1,4,12.1,2,2
"3853",745500,6,10,7,36,186,110,-37.8947,145.0722,2,2,12.1,1,1
"3854",1401000,6,10,12,66,650,150,-37.8986,145.0359,1,3,11.8,2,2
"3855",2250000,6,10,12,31,903,235,-37.9062,145.0263,1,4,11.8,1,2
"3856",1715000,6,10,12,94,705,226,-37.9035,145.028,1,4,11.8,2,2
"3857",250000,6,10,2,56,0,36,-37.9028,145.0475,3,1,11.8,1,1
"3858",1920000,6,10,6,91,805,808,-37.9066,145.0354,1,4,11.8,1,1
"3859",1918000,6,10,8,96,678,162,-37.9065,145.0461,1,4,11.8,2,1
"3860",900000,6,10,8,26,265,91,-37.906,145.04,3,3,11.8,1,1
"3861",1770000,6,10,9,66,667,142,-37.9088,145.0471,1,3,11.8,2,2
"3862",1250000,6,10,9,16,326,188,-37.903,145.0285,2,3,11.8,2,2
"3863",822500,6,10,11,46,0,93,-37.9018,145.0477,3,3,11.8,2,3
"3864",810000,6,10,11,20,210,90,-37.9001,145.0428,1,2,11.8,1,1
"3865",1322000,6,10,11,76,551,156,-37.9036,145.0521,1,3,11.8,1,1
"3866",1845000,6,10,10,77,718,189,-37.9061,145.0509,1,4,11.8,3,1
"3867",1535000,6,10,10,81,578,140,-37.9047,145.0274,1,3,11.8,1,2
"3868",2005000,6,10,10,81,691,193,-37.905,145.029,1,4,11.8,2,2
"3869",932000,6,10,10,19,180,92,-37.9069,145.041,3,3,11.8,2,1
"3870",1500000,6,10,4,46,862,153,-37.8993,145.0447,1,4,11.8,2,2
"3871",1390000,6,10,7,79,666,158,-37.9032,145.049,1,4,11.8,2,2
"3872",940000,6,10,7,76,397,124,-37.9064,145.0291,1,3,11.8,1,1
"3873",296000,6,10,9,46,0,36,-37.9028,145.0426,3,1,11.8,1,1
"3874",475000,6,10,11,5,0,52,-37.8986,145.042,3,2,11.8,1,1
"3875",820000,6,10,5,18,238,127,-37.9062,145.027,3,3,11.8,2,1
"3876",940000,6,10,4,18,382,137,-37.9061,145.0478,3,3,11.8,2,1
"3877",1470000,6,10,14,37,0,163,-37.9071,145.0439,1,3,11.8,2,2
"3878",430000,6,10,14,47,0,69,-37.903,145.0452,3,2,11.8,1,1
"3879",362000,6,10,7,6,0,44,-37.9016,145.0414,3,1,11.8,1,1
"3880",410000,6,10,7,46,0,65,-37.903,145.0452,3,2,11.8,1,1
"3881",1177000,6,10,11,86,452,105,-37.9024,145.0539,1,2,11.8,1,2
"3882",617500,6,10,5,46,94,91,-37.9011,145.0474,3,2,11.8,1,1
"3883",405000,6,10,8,46,0,68,-37.9031,145.0444,3,2,11.8,1,1
"3884",1020000,7,18,12,76,554,199,-37.8053,144.8681,1,6,8.2,3,2
"3885",912500,7,18,12,76,444,98,-37.7933,144.876,1,2,8.2,1,1
"3886",710000,7,18,15,97,255,131,-37.7906,144.8687,1,4,8.2,1,1
"3887",837000,7,18,15,67,390,149,-37.7926,144.8639,1,4,8.2,2,3
"3888",850000,7,18,6,36,497,179,-37.7903,144.8639,1,4,8.2,2,2
"3889",520000,7,18,5,46,0,171,-37.809,144.8686,3,6,8.2,2,1
"3890",347000,7,18,11,51,0,56,-37.7964,144.8672,3,3,8.2,1,1
"3891",438000,7,18,10,46,0,75,-37.7952,144.8749,1,2,8.2,1,2
"3892",415000,7,18,9,36,80,64,-37.806,144.8674,1,2,8.2,1,1
"3893",723000,7,18,9,78,302,125,-37.8066,144.8666,1,3,8.2,1,2
"3894",530000,7,18,9,46,0,171,-37.809,144.8686,3,4,8.2,2,1
"3895",967000,7,18,12,91,347,113,-37.8067,144.8761,1,3,8.2,1,2
"3896",840000,7,18,12,66,442,123,-37.7914,144.8812,1,3,8.2,1,1
"3897",910000,7,18,14,37,412,162,-37.7941,144.881,1,3,8.2,1,1
"3898",820000,7,18,11,66,440,131,-37.7937,144.8732,1,3,8.2,1,3
"3899",756000,7,18,8,91,353,360,-37.7915,144.8733,1,3,8.2,1,1
"3900",620000,7,18,10,15,255,148,-37.8038,144.8679,2,3,8.2,1,2
"3901",875000,7,18,10,106,336,94,-37.7995,144.8794,1,3,8.2,2,3
"3902",830000,7,18,9,86,426,144,-37.7919,144.8793,1,4,8.2,1,2
"3903",545000,7,18,15,12,154,2,-37.8004,144.8647,3,2,8.2,1,1
"3904",913000,7,18,11,91,448,96,-37.7911,144.8821,1,3,8.2,1,3
"3905",850000,7,18,5,56,462,101,-37.8009,144.8653,1,2,8.2,1,2
"3906",770000,7,18,9,76,267,95,-37.8021,144.8629,1,2,8.2,1,1
"3907",495000,7,18,9,39,161,700,-37.7905,144.8714,1,2,8.2,1,2
"3908",1575000,7,18,14,87,1000,85,-37.7936,144.8639,1,3,8.2,1,4
"3909",288000,7,18,14,47,628,44,-37.7993,144.8794,3,1,8.2,1,1
"3910",1151500,7,18,7,91,536,113,-37.7978,144.8743,1,3,8.2,1,2
"3911",860000,7,18,7,56,501,147,-37.7912,144.868,1,3,8.2,1,2
"3912",805000,7,18,6,96,372,96,-37.796,144.8728,1,3,8.2,1,3
"3913",450000,7,18,11,36,0,90,-37.7956,144.8762,1,2,8.2,1,1
"3914",420000,7,18,8,3,781,82,-37.8079,144.8684,3,2,8.2,1,1
"3915",878000,7,18,7,56,397,127,-37.7901,144.8682,1,3,8.2,1,1
"3916",765000,7,5,2,58,672,111,-37.7812,144.8121,1,2,13.9,1,2
"3917",730000,7,5,15,57,628,140,-37.7801,144.8121,1,3,13.9,2,3
"3918",730000,7,5,15,47,697,94,-37.7778,144.818,1,2,13.9,1,0
"3919",593000,7,5,6,51,605,102,-37.7792,144.8117,1,3,13.9,2,2
"3920",816000,7,5,9,86,837,156,-37.7825,144.8221,1,4,13.9,1,2
"3921",600000,7,5,5,66,534,90,-37.7795,144.8204,1,2,13.9,1,1
"3922",600000,7,5,5,88,697,110,-37.7842,144.8175,1,3,13.9,1,1
"3923",185000,7,5,8,41,2347,43,-37.7852,144.8272,3,1,13.9,1,1
"3924",319000,7,5,9,46,0,78,-37.7796,144.8252,2,2,13.9,1,1
"3925",560000,7,5,14,47,420,150,-37.7848,144.8231,3,3,13.9,2,7
"3926",840000,7,5,11,96,697,153,-37.7809,144.8228,1,3,13.9,1,0
"3927",507000,7,5,14,3,191,87,-37.8226,144.8392,1,2,10.9,1,2
"3928",1160000,6,10,10,86,553,137,-37.8878,145.0456,1,3,10.4,1,2
"3929",1330000,6,10,9,86,295,176,-37.8904,145.0387,1,3,10.4,2,1
"3930",636500,6,10,5,46,0,68,-37.8866,145.0396,2,2,10.4,1,1
"3931",2575000,6,10,8,106,688,347,-37.8921,145.0381,1,5,10.4,3,2
"3932",710000,6,10,14,47,0,78,-37.8866,145.0396,2,2,10.4,1,1
"3933",640000,6,10,7,46,1784,110,-37.8966,145.0453,3,2,10.4,1,1
"3934",305000,6,22,6,56,0,80,-37.8994,145.0955,1,2,14,1,1
"3935",400000,6,22,5,12,0,87,-37.8991,145.0939,3,2,14,1,1
"3936",880000,6,22,11,91,670,118,-37.9033,145.1006,1,3,14,1,1
"3937",1045000,6,22,14,67,602,107,-37.8923,145.1013,1,3,14,1,2
"3938",690000,6,22,10,86,340,103,-37.8968,145.0983,3,3,14,1,2
"3939",1050000,6,22,10,46,544,146,-37.9055,145.1024,1,3,14,2,2
"3940",865000,6,22,9,66,691,140,-37.9109,145.0995,1,3,14,1,2
"3941",1033000,6,22,15,42,548,115,-37.8951,145.101,1,3,14,1,2
"3942",750000,6,22,5,66,607,138,-37.8964,145.0977,1,2,14,2,2
"3943",1025000,6,22,14,77,543,139,-37.9023,145.105,1,3,14,1,2
"3944",633500,6,22,6,86,279,95,-37.9001,145.1009,3,3,14,2,2
"3945",1180000,6,22,6,51,604,183,-37.9087,145.0886,1,4,14,1,2
"3946",1225000,6,22,11,86,528,112,-37.9066,145.088,1,3,14,1,2
"3947",1600000,6,22,5,1,695,305,-37.8973,145.0979,1,5,14,3,2
"3948",755000,6,26,6,11,66,111,-37.8813,144.9964,2,2,7.4,2,1
"3949",520000,6,26,5,45,0,74,-37.8788,144.9974,3,2,7.4,1,1
"3950",1000000,3,31,6,96,176,114,-37.8281,144.9923,1,2,2.5,1,2
"3951",425000,3,31,8,9,0,52,-37.8301,144.9904,3,1,2.5,1,1
"3952",1280000,3,31,11,136,324,165,-37.8278,144.9885,1,3,2.5,2,2
"3953",1475000,3,31,9,136,324,165,-37.8278,144.9885,1,3,2.5,2,2
"3954",1015000,3,31,7,126,131,80,-37.8274,144.9967,1,2,2.5,1,1
"3955",930000,3,31,7,116,125,68,-37.8258,144.992,1,2,2.5,1,1
"3956",1900000,3,31,6,0,263,166,-37.8266,144.9894,1,3,2.5,2,2
"3957",662500,3,31,11,1,0,75,-37.8255,144.9948,3,2,2.5,1,1
"3958",1010000,3,31,9,18,151,151,-37.8311,144.9914,2,2,2.5,1,1
"3959",1300000,3,31,11,126,326,100,-37.8283,144.9946,1,3,2.5,1,1
"3960",1300000,3,31,5,15,138,108,-37.8288,144.9891,1,3,2.5,2,2
"3961",930000,7,12,6,66,669,143,-37.8305,144.8736,1,4,9.1,1,3
"3962",650000,7,12,8,5,151,102,-37.8289,144.8671,2,2,9.1,2,1
"3963",985000,7,12,6,66,669,124,-37.8321,144.8736,1,3,9.1,1,5
"3964",915000,7,12,4,0,662,265,-37.8307,144.8725,2,4,9.1,3,1
"3965",508000,7,12,14,37,144,92,-37.8268,144.8675,3,3,9.1,1,2
